Name,Link,Wiki Summary
"Sacchi, Andrea",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=2727,"Andrea Sacchi (30 November 1599 – 21 June 1661) was an Italian painter of High Baroque Classicism, active in Rome. A generation of artists who shared his style of art include the painters Nicolas Poussin and Giovanni Battista Passeri, the sculptors Alessandro Algardi and François Duquesnoy, and the contemporary biographer Giovanni Bellori."
"Sacchis, Giovanni Antonio de",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=2690,No Wikipedia Entry Available for this artist
"Sachs, Lambert",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=1852,No Wikipedia Entry Available for this artist
"Sacilatto, Deli",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=23494,No Wikipedia Entry Available for this artist
"Saciloto, Deli",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=27161,No Wikipedia Entry Available for this artist
"Sacilotto, Deli",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=27118,No Wikipedia Entry Available for this artist
"Sackerman, Gilbert",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=8021,No Wikipedia Entry Available for this artist
"Sacon, Jacques",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=33001,No Wikipedia Entry Available for this artist
"Saconni, Carlo",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=30500,No Wikipedia Entry Available for this artist
"Sadeler, Justus",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=23812,No Wikipedia Entry Available for this artist
"Sadeler I, Jan",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5423,No Wikipedia Entry Available for this artist
"Sadeler I, Johann",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5423,No Wikipedia Entry Available for this artist
"Sadeler I, Johannes",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5423,No Wikipedia Entry Available for this artist
"Sadeler I, Raphael",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5424,No Wikipedia Entry Available for this artist
"Sadeler II, Aegidius",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5422,No Wikipedia Entry Available for this artist
"Sadeler II, Egidius",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5422,No Wikipedia Entry Available for this artist
"Sadeler II, Gillis",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5422,No Wikipedia Entry Available for this artist
"Sadeler II, Raphael",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5425,No Wikipedia Entry Available for this artist
"Saenredam, Jan Pietersz",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5426,"Jan Pieterszoon Saenredam (1565 – 6 April 1607) was a Dutch Northern Mannerist painter, printmaker in engraving, and cartographer, and father of the painter of church interiors, Pieter Jansz Saenredam. He is noted for the many allegorical images he created from classical mythology and the Bible."
"Saenredam, Pieter Jansz",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=1853,No Wikipedia Entry Available for this artist
"Saff, Donald",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5427,"Donald Jay Saff (born 12 December 1937) is an artist, art historian, educator, and lecturer, specializing in the fields of contemporary art in addition to American and English horology. Saff was born in Brooklyn, New York to Irving and Rose Saff and is the second of three sons. His brothers are Dr. Harvey Saff and mathematician Dr. Edward Saff. Donald Saff married Ruth Saff (née Simon) in 1960; they have two sons, Stephen Saff, A.I.A. and Jeffery Saff, J.D. and L.L.M."
"Safford, Ruth Perkins",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=2726,No Wikipedia Entry Available for this artist
"Saftleven, Cornelis",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=22900,"Cornelis Saftleven (c. 1607 in Gorinchem – 1 June 1681 in Rotterdam) was a Dutch painter who worked in a great variety of genres. Known in particular for his rural genre scenes, his range of subjects was very wide and included portraits, farmhouse interiors, rural and beach scenes, landscapes with cattle, history paintings, scenes of Hell, allegories, satires and illustrations of proverbs."
"Saftleven, Herman",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=5428,"Herman Saftleven the Younger (1609 - 5 January 1685 (buried)), was a Dutch painter of the Baroque period."
"Sage, Kay",https://web.archive.org/web/20121007173042/http://www.nga.gov/cgi-bin/tsearch?artistid=7111,"Katherine Linn Sage (June 25, 1898 – January 8, 1963), usually known as Kay Sage, was an American Surrealist artist and poet. She was active between 1936 and 1963. A member of the Golden Age and Post-War periods of surrealism, she is mostly recognized for her artistic works, which typically contain themes of an architectural nature.

"
"Taber, Eileen",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3159,No Wikipedia Entry Available for this artist
"Tabor, Robert",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=34474,No Wikipedia Entry Available for this artist
"Tabuchi, Yasse",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3160,No Wikipedia Entry Available for this artist
"Tacca, Pietro",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=2279,"Pietro Tacca (16 September 1577 – 26 October 1640)  was an Italian sculptor, who was the chief pupil and follower of Giambologna. Tacca began in a Mannerist style and worked in the Baroque style during his maturity.

"
"Tack, Augustus Vincent",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=1917,"Augustus Vincent Tack (1870–1949) was an American painter of portraits, landscapes and abstractions."
"Taddeo di Giovanni Bono, Michele di",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=1339,No Wikipedia Entry Available for this artist
"Taglioni, L.",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=22226,No Wikipedia Entry Available for this artist
"Taiée, Alfred",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3161,No Wikipedia Entry Available for this artist
"Taiée, Jean Alfred",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3161,No Wikipedia Entry Available for this artist
"Tait, Agnes Gabrielle",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=34060,"Agnes Tait (1894–1981) was an American painter, pen-and-ink artist, lithographer, book illustrator, muralist and dancer.

"
"Tait, Agnes Gabrielle McNulty",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=34060,"Agnes Tait (1894–1981) was an American painter, pen-and-ink artist, lithographer, book illustrator, muralist and dancer.

"
"Takada, Hidekatsu",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=26541,No Wikipedia Entry Available for this artist
"Takagi, Madoka",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=28886,"Eri Kitamura (喜多村 英梨, Kitamura Eri, born August 16, 1987) is a Japanese voice actress and singer was previously affiliated with Early Wing, but is now a freelancer. She is known for voicing prominent roles in anime such as Karen Araragi in Bakemonogatari, Ami Kawashima in Toradora!, Saya Takagi in Highschool of the Dead and Sayaka Miki in Puella Magi Madoka Magica. In addition, she provided the voice for Vocaloid CUL-REBIRTH. She is known to be an amateur manga artist in Japan in her spare time."
"Takahashi, Hiroaki",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=6451,"Hiroaki Takahashi (高橋 宏明, Takahashi Hiroaki, born 12 April 1976) is a retired Japanese judoka.
Takahashi is from Edogawa, Tokyo and belonged to Asahi Kasei after graduation from Chuo University in 1999.Takahashi was good at Uchimata and Osotogari.He won a gold medal at the Asian Championships held in Wenzhou, China and silver medal held in Tashkent, Uzbekistan. He was also participate All-Japan Championships 8 times from 2000 to 2007.Takahashi retired in 2007. Now, he coaches judo at Kodokan.

"
"Takal, Peter",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3162,No Wikipedia Entry Available for this artist
"Takatsuki, Hitoshi",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=5832,No Wikipedia Entry Available for this artist
"Takemoto, Henry",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=25982,No Wikipedia Entry Available for this artist
Takis,https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3163,"Takis (born Panagiotis Vassilakis; Greek: Παναγιώτης (Τάκις) Βασιλάκης; born October 29, 1925, in Athens) is a Greek artist popular in France. His works can be found in many public locations in and around Paris.
In the exhibition brochure for The Fourth Dimension at the Menil Collection, Houston, Texas. Toby Kamps writes:

Takis is world-renowned for his investigations of the gap between art and science.  Since the early 1950s, he has explored new aesthetic territories, creating three-dimensional works of art that incorporate invisible energies as a fourth, active element.  Takis, who describes himself as an ""instinctive scientist,"" employs powerful, elemental forces to generate the forms, movements, and musical sounds of both his static and kinetic works.Takis's family and early life were extarted by the German occupation during the Second World War and the Greek Civil War that followed it, and he received no formal education in art.  Instead, living and working in Paris, New York and Athens, he synthesized a broad range of ideas and experiences - from intensive scientific research to ancient philosophy and Zen Buddhism to encounters with other artists and writers - to forge a unique, category-defying vision that continues to evolve today.  Time, space, energy and even political activism are primary materials for Takis.

"
"Talasnik, Stephen",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=28402,"Tippet Rise Art Center is an arts venue located on an 11,500 acre working ranch in south-central Montana, north of Yellowstone National Park. It was originally the sheep ranch of Montana Modernist painter and artist Isabelle Johnson. It opened in 2016 after six years of development. Its outdoor sculpture collection includes an ""otherworldly series of concrete sculptures"" with immense scale. The Center opened with two works by Alexander Calder on loan from the Hirshhorn Museum and Sculpture Garden. The Hirshhorn Director Melissa Chiu said ""Tippet Rise presents unique opportunities for the display of sculpture."" The Tippet Center incorporates musical performance venues in addition to large-scale art installations. It has the stated purpose of exploring connections between nature, art and music. Its patrons are artists and philanthropists Peter and Cathy Halstead. Cathy Halstead is the daughter of Sidney Frank, a billionaire entrepreneur in the liquor and spirits business. Mr. Frank was a philanthropist who donated $100 million to Brown University. Cathy Halstead is an abstract painter and Peter Halstead is a pianist, photographer, and poet.
The Art Center is open to the public in limited numbers during the months of July, August and September."
"Talbot, Thomas",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=6031,No Wikipedia Entry Available for this artist
"Talbot, William Henry Fox",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=13359,No Wikipedia Entry Available for this artist
"Tal-Coat, Pierre",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=24028,Pierre Tal-Coat (real name Pierre Louis Jacob; 1905–1985) was a French artist considered to be one of the founders of Tachisme.
"Tallman, Verna",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=8115,No Wikipedia Entry Available for this artist
"Tam, Reuben",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=34061,"Reuben Tam (1916–1991) was an American landscape painter, educator, poet and graphic artist.  He was born in Kapa'a on the Hawaiian island of Kaua'i on Jan. 17, 1916.  He earned a BA degree from the University of Hawaii in 1937, and also studied at the California School of Fine Art, at Columbia University with Meyer Schapiro and at the New School of Social Research in New York City.  From 1946 to the 1970s, he taught at the Brooklyn Museum Art School where his students included Frances Kornbluth and Jean Arcoleo.  He also spent many summers painting on Monhegan Island in Maine. Upon retirement in the 1970s, Tam returned to Kaua'i and died there on January 3, 1991 of lymphoma.Tam is best known for his semi-abstract landscapes showing both land and sea, such as From Cliffs to Evening.  The Addison Gallery of American Art (Andover, Massachusetts), the Brooklyn Museum of Art (Brooklyn, New York ), the Butler Institute of American Art (Youngstown, Ohio), the Corcoran Gallery (Washington D. C.),  Des Moines Art Center (Des Moines, Iowa), Farnsworth Art Museum (Rockland, Maine), Fisher Gallery (University of Southern California, Los Angeles), the Hawaii State Art Museum, the Henry Art Gallery (University of Washington, Seattle, Washington), the Hirshhorn Museum and Sculpture Garden (Washington, D. C.), the Honolulu Museum of Art, the Lowe Art Museum (University of Miami, Florida), the Metropolitan Museum of Art, the Museum of Modern Art (New York City), the Mildred Lane Kemper Art Museum (Washington University, St. Louis, Missouri), the National Academy of Design (New York City), the Newark Museum (Newark, New Jersey), Reading Public Museum (Reading, Pennsylvania), the San Diego Museum of Art (San Diego, California), Sheldon Memorial Art Gallery (Lincoln, Nebraska), the Smithsonian American Art Museum (Washington, D. C.), the University of Michigan Museum of Art (Ann Arbor, Michigan) and the Whitney Museum of American Art (New York City) are among the public collections holding works by Reuben Tam."
"Tamagami, Tsuneo",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=3164,No Wikipedia Entry Available for this artist
"Tamagni, Vincenzo",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=10517,"Vincenzo Tamagni (1492 – c. 1516) was an Italian painter of the Renaissance. Born in San Gimignano, he became an apprentice first with il Sodoma at Monte Oliveto Maggiore, and then worked in the Vatican Loggie under Raphael in Rome (1512-1516). Drawings of the Raphael frescoes in Tamagni’s hand exist. He mainly painted in the towns surrounding Siena. He painted altarpieces for San Girolamo and Sant'Agostino in San Gimignano. He is featured in Giorgio Vasari's Vite, who refers to him as Vincenzo da San Gimignano.
His earliest works are some frescoes and paintings in Montalcino, including some works now in the church of the Madonna del Soccorso. In the apse of Santa Maria Assunta in the town of Arrone in Umbria, he painted frescoes in conjunction with Lo Spagna."
"Tamayo, Rufino",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=1918,"Rufino del Carmen Arellanes Tamayo (August 25, 1899 – June 24, 1991) was a Mexican painter of Zapotec heritage, born in Oaxaca de Juárez, Mexico.  Tamayo was active in the mid-20th century in Mexico and New York, painting figurative abstraction with surrealist influences."
"Tambono, Michele di Taddeo di Giovanni",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=1339,No Wikipedia Entry Available for this artist
"Tamotzu, Chuzo",https://web.archive.org/web/20121007173006/http://www.nga.gov/cgi-bin/tsearch?artistid=34062,"Chuzo Tamotzu was a self-taught painter who lived in New York City before settling in Santa Fe, New Mexico in 1948.
Tamotzu was born in Kagoshima, Japan in 1888. At Senshu University in Tokyo he was educated in political science. Self-taught in sumi-e, he left Japan in 1914 to further his study of art throughout Asia and Europe. Tamotzu moved to the U.S. in 1920 where befriended several other artists, such as Philip Evergood, Yasuo Kuniyoshi and John Sloan. Tamotzu served on the board of the Society of Independent Artists when Sloan became the society's president. During the Great Depression, Tamotzu worked for the Public Works of Art Project in New York, but was denied participation in the Works Progress Administration because he was not an American citizen.Tamotzu served in the American military during World War II, and eventually became an American citizen.  In 1947 Tamotzu became a founding member of the New York Artists' Equity Association.
In 1974 Tamotzu converted the studio he had been renting in Sante Fe from John Sloan into his own gallery.Tamotzu's art is held in the collections of the Metropolitan Museum, Hirshhorn Museum and Sculpture Garden and New Mexico Museum of Art."
"U., E.",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=22247,No Wikipedia Entry Available for this artist
"Ubertini, Francesco",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=131,No Wikipedia Entry Available for this artist
"Uchima, Ansei",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=3238,No Wikipedia Entry Available for this artist
"Uchiyama, Shigeru",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=3239,No Wikipedia Entry Available for this artist
"Uchiyama, Ukai",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=3239,No Wikipedia Entry Available for this artist
"Uchteritz, Karl Siegmund von",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=7081,No Wikipedia Entry Available for this artist
"Uden, Lucas van",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=6934,No Wikipedia Entry Available for this artist
"Udine, Giovanni da",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=18986,No Wikipedia Entry Available for this artist
"Uecker, Gunther",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=17804,"Günther Uecker, also known as Guenther Uecker, (born 13 March 1930) is a German sculptor, op artist and installation artist.

"
"Ueda, Sokyu",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=3240,No Wikipedia Entry Available for this artist
"Uggeri, Angelo",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=5892,No Wikipedia Entry Available for this artist
"Ughi, Lodovico",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=35207,No Wikipedia Entry Available for this artist
"Ughi, Luigi",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=19600,No Wikipedia Entry Available for this artist
Ugo da Carpi,https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=3694,No Wikipedia Entry Available for this artist
"Uhden, Maria",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=25800,No Wikipedia Entry Available for this artist
"Uhl, Joseph",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=6958,No Wikipedia Entry Available for this artist
"Uhl, Kathryn",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=8148,Fred Uhl Ball was an American enamelist.
"Ulft, Jacob van der",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=6349,No Wikipedia Entry Available for this artist
"Ullrich, Heinrich",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=6286,No Wikipedia Entry Available for this artist
Ulocrino,https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=2287,No Wikipedia Entry Available for this artist
"Ulreich, Edward Buk",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=34093,"Edward Buk Ulreich (February 12, 1884 – July 17, 1966) was an American artist. Born in Hungary, his work includes murals at the United States Courthouse (Tallahassee, Florida, 1936) completed in 1939. His work is also at the National Museum of American Illustration.
The U.S. Courthouse in Tallahassee's main lobby is decorated with eight murals by Ulreich illustrating scenes from Florida's history. The murals were funded by the Treasury Department's Section of Painting and Sculpture, a New Deal program that commissioned artists. Ulreich won a competition to paint the murals, which he completed in 1939. He also painted Southwestern motifs and worked as an illustrator."
"Ulreich, Nura Woodson",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=33125,No Wikipedia Entry Available for this artist
"Ulrich, Alois E.",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=8149,No Wikipedia Entry Available for this artist
"Ulrich, Boas",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=2335,No Wikipedia Entry Available for this artist
"Ulrich, Johann Jakob",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=34835,No Wikipedia Entry Available for this artist
"Umana, Alfonso",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=8150,No Wikipedia Entry Available for this artist
"Umbach, Jonas",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=10036,"Jonas Umbach, painter, designer, and engraver, was born at Augsburg about 1624. He was cabinet painter to the Bishop of Augsburg, and produced many landscapes with cattle, also kitchen pieces, feathered game, and a few historical subjects in chiaroscuro. He also etched 230 plates of biblical, historical, and mythological scenes and landscapes. Among these there are:

Christ on the Mount of Olives
Trains of Children and Nereids
Two Duck-shooters lying in Wait
Landscapes with Ruins
Bacchanals and Infant SportsHe died in Augsburg in 1693.
There was a younger Jonas Umbach, but there are no particulars respecting him, except that he drew portraits.

"
"Umbehr, Otto",https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=13557,"Umbo, born Otto Maximilian Umbehr (January 18, 1902 – May 13, 1980), was a German photographer."
Umbo,https://web.archive.org/web/20121007173020/http://www.nga.gov/cgi-bin/tsearch?artistid=13557,No Wikipedia Entry Available for this artist
"Vaart, Jan van der",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=6320,No Wikipedia Entry Available for this artist
"Vaccaro, Pat",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=35049,No Wikipedia Entry Available for this artist
"Vaccaro, Patrick Frank",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=35049,No Wikipedia Entry Available for this artist
"Vaccaro, Patt",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=35049,No Wikipedia Entry Available for this artist
"Váchal, Josef",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=24765,"Josef Váchal (23 September 1884 in Milavče near Domažlice – 10 May 1969 in Studeňany) was a Czech writer, painter, printmaker and book-printer.
Váchal was the son of Josef Aleš-Lyžec and Anna Váchalová - his parents never married. He was brought up by his grandparents, Jan Aleš and Jana Alešová, in the southern Bohemian town of Písek, where he entered grammar school but left it prematurely. In 1898 Váchal moved to Prague, where he studied bookbinding and befriended his father's cousin, the painter Mikoláš Aleš. He was influenced by Art Nouveau during that time.
In 1900 he wrote his first poems, by 1903 he joined the Prague Theosophy Society, in 1904 he entered the Painter School and later became a respected painter and graphic designer. In 1910 Váchal published his first two books. Between January 1912 and January 1913 he enjoyed a short but intense friendship with the mystical Catholic writer Jakub Deml. In March 1913, Váchal married Máša Pešulová, and began a friendship with the collector J. Portman; Portman's house Portmoneum is now the Váchal Museum in Litomyšl.
From 1916 to 1918 Váchal served as a soldier on the Italian front. During 1940, expressing resistance against Nazi occupation of Czechoslovakia, he moved from Prague to the village of Studeňany ('tusculum' or 'exile'). After the communist revolution of 1948 in Czechoslovakia, he became more socially and culturally isolated and his works were rarely seen in public. He lived in obscurity on the family estate of his partner, Anna Macková, in Studeňany. Even with the coming of Prague Spring in the late 1960s his situation didn’t significantly change. He was, however, awarded the state title of Meritorious Artist (Zasloužilý umělec) shortly before his death in 1969. He is buried in the village of Radim near Jičín, eastern Bohemia.

The publishing house Paseka was inspired by the character publisher Paseka in Vachal's Bloody Novel. Portmoneum, Váchal's museum in Litomyšl, was founded by Paseka publishing house in the early 1990s."
"Vacher, Sydney",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3248,Sydney Vacher (2 April 1854 – 11 January 1935) was an English architect.
"Vacquerie, Auguste",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=19004,Auguste Vacquerie (1819–1895) was a French journalist and man of letters.
"Vadder, Lodewijk de",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3249,No Wikipedia Entry Available for this artist
"Vade, Jean-Joseph",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=7082,No Wikipedia Entry Available for this artist
"Vaenius, Otto van",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=6260,"Otto van Veen, also known by his Latinized name Otto Venius or Octavius Vaenius, (c.1556 – 6 May 1629) was a painter, draughtsman, and humanist active primarily in Antwerp and Brussels in the late sixteenth and early seventeenth century. He is known for running a large studio in Antwerp, producing several emblem books, and for being, from 1594 or 1595 until 1598, Peter Paul Rubens's teacher. His role as a classically educated humanist artist (a pictor doctus), reflected in the Latin name by which he is often known, Octavius Vaenius, was influential on the young Rubens, who would take on that role himself."
"Vaga, Perino del",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=1777,No Wikipedia Entry Available for this artist
"Vail, Eugene Lawrence",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=1945,No Wikipedia Entry Available for this artist
"Vail, James",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=8155,No Wikipedia Entry Available for this artist
"Vaillant, Bernard",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3250,"Bernard Vaillant (1632, Lille – 1698, Leiden), was a Dutch Golden Age painter."
"Vaillant, Wallerant",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3251,"Wallerant Vaillant (30 May 1623 – 28 August 1677) was a painter of the Dutch Golden Age and one of the first artists to use the mezzotint technique, which he probably helped to develop."
"Valadier, Giuseppe",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=11589,"Giuseppe Valadier (April 14, 1762 – February 1, 1839) was an Italian architect and designer, urban planner and archeologist, a chief exponent of Neoclassicism in Italy."
"Valadon, Jules Emmanuel",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=21950,No Wikipedia Entry Available for this artist
"Valadon, Marie Clementine",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3252,"Suzanne Valadon (23 September 1865 – 7 April 1938) was a French painter and artists' model who was born Marie-Clémentine Valadon at Bessines-sur-Gartempe, Haute-Vienne, France. In 1894, Valadon became the first woman painter admitted to the Société Nationale des Beaux-Arts. She was also the mother of painter Maurice Utrillo. The subjects of her drawings and paintings included mostly female nudes, female portraits, still lifes, and landscapes. She never attended the academy and was never confined within a tradition. Valadon spent nearly 40 years of her life as an artist.

"
"Valadon, Suzanne",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3252,"Suzanne Valadon (23 September 1865 – 7 April 1938) was a French painter and artists' model who was born Marie-Clémentine Valadon at Bessines-sur-Gartempe, Haute-Vienne, France. In 1894, Valadon became the first woman painter admitted to the Société Nationale des Beaux-Arts. She was also the mother of painter Maurice Utrillo. The subjects of her drawings and paintings included mostly female nudes, female portraits, still lifes, and landscapes. She never attended the academy and was never confined within a tradition. Valadon spent nearly 40 years of her life as an artist.

"
"Valck, Gerard",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=3253,"Gerard Valck (30 September 1652 – 21 October 1726) was a Dutch engraver, publisher and cartographer."
"Valdenuit, Thomas Bluget de",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=27392,No Wikipedia Entry Available for this artist
"Valdés, Lucas de",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=12113,No Wikipedia Entry Available for this artist
"Valdés Leal, Juan de",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=1946,No Wikipedia Entry Available for this artist
"Valdés Niza Leal, Juan de",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=1946,No Wikipedia Entry Available for this artist
"Valdor, Johannes",https://web.archive.org/web/20121007172907/http://www.nga.gov/cgi-bin/tsearch?artistid=5960,No Wikipedia Entry Available for this artist
